Model,Epoch,loss,mae,val_loss,val_mae,learning_rate
GRU,53,0.0008325926610268,0.0195879321545362,0.0010232682107016,0.023300802335143,3.906250185536919e-06
GRU,54,0.0008381783263757,0.0196360275149345,0.001023692660965,0.0233323574066162,3.906250185536919e-06
GRU,55,0.0008364279638044,0.0196248423308134,0.00102449208498,0.0233405902981758,3.906250185536919e-06
GRU,56,0.0008381782099604,0.0196412783116102,0.001024228404276,0.0233548320829868,3.906250185536919e-06
GRU,57,0.0008338615880347,0.0195731837302446,0.0010174525668844,0.0232878234237432,1.9531250927684596e-06
GRU,58,0.0008348481496796,0.019562317058444,0.001016387133859,0.0232847351580858,1.9531250927684596e-06
GRU,59,0.000831959885545,0.0195354595780372,0.0010154341580346,0.0232854224741458,1.9531250927684596e-06
GRU,60,0.0008385546389035,0.0196267068386077,0.0010155742056667,0.0232960116118192,1.9531250927684596e-06
CNN,1,0.011967694386839867,0.07241421937942505,0.010178592056035995,0.07239899784326553,0.0010000000474974513
CNN,2,0.0073265573009848595,0.0598348043859005,0.00838325172662735,0.06564545631408691,0.0010000000474974513
CNN,3,0.005528315436094999,0.05304469168186188,0.006456473842263222,0.05675558000802994,0.0010000000474974513
CNN,4,0.004208238795399666,0.04707155004143715,0.005431393627077341,0.05082680284976959,0.0010000000474974513
CNN,5,0.003634326159954071,0.044091738760471344,0.005031331442296505,0.049612611532211304,0.0010000000474974513
CNN,6,0.0034725344739854336,0.04308478161692619,0.004582699853926897,0.046594567596912384,0.0010000000474974513
CNN,7,0.003351417137309909,0.04223812371492386,0.004393231123685837,0.04607931897044182,0.0010000000474974513
CNN,8,0.0031592422164976597,0.04100979492068291,0.004350078292191029,0.04636841639876366,0.0010000000474974513
CNN,9,0.0031490465626120567,0.04073405638337135,0.004352976102381945,0.04577287286520004,0.0010000000474974513
CNN,10,0.0030686419922858477,0.040390606969594955,0.004512891639024019,0.04648756608366966,0.0010000000474974513
CNN,11,0.0031151704024523497,0.040386199951171875,0.004468785598874092,0.04612134397029877,0.0010000000474974513
CNN,12,0.002824412891641259,0.038403209298849106,0.0031316960230469704,0.03908609226346016,0.0005000000237487257
CNN,13,0.002637013792991638,0.037398237735033035,0.003109830431640148,0.03907216340303421,0.0005000000237487257
CNN,14,0.0025748664047569036,0.036905501037836075,0.003177270293235779,0.03913984075188637,0.0005000000237487257
CNN,15,0.0025774133391678333,0.03697897866368294,0.0030158108565956354,0.038437820971012115,0.0005000000237487257
CNN,16,0.0025237121153622866,0.03650997206568718,0.003079112619161606,0.03803635388612747,0.0005000000237487257
CNN,17,0.0025287927128374577,0.03655116260051727,0.003064539050683379,0.03815684840083122,0.0005000000237487257
CNN,18,0.002506307791918516,0.0364072248339653,0.0030450630001723766,0.03700928017497063,0.0005000000237487257
CNN,19,0.0024223539512604475,0.03563679754734039,0.0029218222480267286,0.0371679924428463,0.0005000000237487257
CNN,20,0.0023997556418180466,0.03538956120610237,0.00201463233679533,0.03089771792292595,0.0002500000118743628
CNN,21,0.0022852395195513964,0.034744977951049805,0.0019208843586966395,0.03039485402405262,0.0002500000118743628
CNN,22,0.002283249981701374,0.034638285636901855,0.0020490698516368866,0.03153616935014725,0.0002500000118743628
CNN,23,0.0022421260364353657,0.03435195982456207,0.001971089979633689,0.03086855821311474,0.0002500000118743628
CNN,24,0.0022426340728998184,0.03445657715201378,0.0019363327883183956,0.030226636677980423,0.0002500000118743628
CNN,25,0.002286534756422043,0.03450314328074455,0.0014648620272055268,0.02664882503449917,0.0001250000059371814
CNN,26,0.0022176566999405622,0.03420081362128258,0.001448402414098382,0.026297517120838165,0.0001250000059371814
CNN,27,0.0022181204985827208,0.03430575877428055,0.0014926132280379534,0.026886504143476486,0.0001250000059371814
CNN,28,0.0021966355852782726,0.033972419798374176,0.0015124548226594925,0.02751164324581623,0.0001250000059371814
CNN,29,0.002178073162212968,0.033908165991306305,0.0014766075182706118,0.02662460319697857,0.0001250000059371814
CNN,30,0.0021836734376847744,0.03387235850095749,0.0012745808344334364,0.02491881139576435,6.25000029685907e-05
CNN,31,0.002174467546865344,0.03377555310726166,0.0012426923494786024,0.024653039872646332,6.25000029685907e-05
CNN,32,0.0021412894129753113,0.03360402584075928,0.0012430823408067226,0.024805309250950813,6.25000029685907e-05
CNN,33,0.0021452491637319326,0.03361241891980171,0.0012372321216389537,0.024857867509126663,6.25000029685907e-05
CNN,34,0.0021333913318812847,0.0336265042424202,0.0012491571251302958,0.024755774065852165,6.25000029685907e-05
CNN,35,0.002112120622768998,0.033476173877716064,0.0011626887135207653,0.02376512996852398,3.125000148429535e-05
CNN,36,0.0021327200811356306,0.03365286812186241,0.0011426106793805957,0.023597151041030884,3.125000148429535e-05
CNN,37,0.002130338689312339,0.03354009985923767,0.0011437847279012203,0.023753982037305832,3.125000148429535e-05
CNN,38,0.002130734734237194,0.033534202724695206,0.0011539120459929109,0.02391291782259941,3.125000148429535e-05
CNN,39,0.0021357443183660507,0.03353089094161987,0.0011297577293589711,0.023483673110604286,3.125000148429535e-05
CNN,40,0.002147739753127098,0.03367927297949791,0.0011052872287109494,0.023263301700353622,1.5625000742147677e-05
CNN,41,0.0021339035592973232,0.0335545651614666,0.0010736426338553429,0.022987226024270058,1.5625000742147677e-05
CNN,42,0.0021236957982182503,0.033480577170848846,0.0010854399297386408,0.023254986852407455,1.5625000742147677e-05
CNN,43,0.0021409722976386547,0.033535704016685486,0.0010879901237785816,0.023087777197360992,1.5625000742147677e-05
CNN,44,0.002139344811439514,0.033505529165267944,0.0010526188416406512,0.02270827256143093,7.812500371073838e-06
CNN,45,0.0021110340021550655,0.033463723957538605,0.00104840740095824,0.022686123847961426,7.812500371073838e-06
CNN,46,0.0021227188408374786,0.03356097266077995,0.0010362679604440928,0.022547073662281036,7.812500371073838e-06
CNN,47,0.002108339685946703,0.033392082899808884,0.0010404153726994991,0.022554880008101463,7.812500371073838e-06
CNN,48,0.002113278489559889,0.03341488540172577,0.0010496850591152906,0.02265683002769947,7.812500371073838e-06
CNN,49,0.0021553172264248133,0.033635400235652924,0.0010143816471099854,0.022260772064328194,3.906250185536919e-06
CNN,50,0.002148386323824525,0.033492591232061386,0.001019673771224916,0.02239132858812809,3.906250185536919e-06
CNN,51,0.002125288126990199,0.033474769443273544,0.0010167764266952872,0.02232113666832447,3.906250185536919e-06
CNN,52,0.002128621330484748,0.03352814540266991,0.0010150125017389655,0.02228795737028122,3.906250185536919e-06
CNN,53,0.0021215484011918306,0.03344451263546944,0.0010031850542873144,0.022231660783290863,1.9531250927684596e-06
CNN,54,0.002120845951139927,0.033462412655353546,0.00100338167976588,0.022209731861948967,1.9531250927684596e-06
CNN,55,0.0021148177329450846,0.033391233533620834,0.0009995321743190289,0.022147374227643013,1.9531250927684596e-06
CNN,56,0.0021078407298773527,0.03333742544054985,0.0010030370904132724,0.022190678864717484,1.9531250927684596e-06
CNN,57,0.0021078940480947495,0.03345880284905434,0.0009987822268158197,0.02218247391283512,9.999999974752427e-07
CNN,58,0.002110854722559452,0.03337656706571579,0.0009967151563614607,0.022202888503670692,9.999999974752427e-07
CNN,59,0.0021250969730317593,0.033444687724113464,0.0009954074630513787,0.02215748280286789,9.999999974752427e-07
CNN,60,0.0020921300165355206,0.033291127532720566,0.0009939615847542882,0.02213997021317482,9.999999974752427e-07
